ward_id,ward_tikicode,ward_name,district_id,district_tikicode,district_name,region_id,region_tikicode,region_name
3681,VN034025008,Phường Tân Mai,2,VN034025,Quận Hoàng Mai,297,VN034,Hà Nội
3682,VN034025009,Phường Thanh Trì,2,VN034025,Quận Hoàng Mai,297,VN034,Hà Nội
3683,VN034025010,Phường Thịnh Liệt,2,VN034025,Quận Hoàng Mai,297,VN034,Hà Nội
3684,VN034025011,Phường Trần Phú,2,VN034025,Quận Hoàng Mai,297,VN034,Hà Nội
3685,VN034025012,Phường Tương Mai,2,VN034025,Quận Hoàng Mai,297,VN034,Hà Nội
3686,VN034025013,Phường Vĩnh Hưng,2,VN034025,Quận Hoàng Mai,297,VN034,Hà Nội
3687,VN034025014,Phường Yên Sở,2,VN034025,Quận Hoàng Mai,297,VN034,Hà Nội
3403,VN034012001,Thị trấn Sóc Sơn,3,VN034012,Huyện Sóc Sơn,297,VN034,Hà Nội
3404,VN034012002,Xã Bắc Phú,3,VN034012,Huyện Sóc Sơn,297,VN034,Hà Nội
3405,VN034012003,Xã Bắc Sơn,3,VN034012,Huyện Sóc Sơn,297,VN034,Hà Nội
3406,VN034012004,Xã Đông Xuân,3,VN034012,Huyện Sóc Sơn,297,VN034,Hà Nội
3407,VN034012005,Xã Đức Hoà,3,VN034012,Huyện Sóc Sơn,297,VN034,Hà Nội
3408,VN034012006,Xã Hiền Ninh,3,VN034012,Huyện Sóc Sơn,297,VN034,Hà Nội
3409,VN034012007,Xã Hồng Kỳ,3,VN034012,Huyện Sóc Sơn,297,VN034,Hà Nội
3410,VN034012008,Xã Kim Lũ,3,VN034012,Huyện Sóc Sơn,297,VN034,Hà Nội
3411,VN034012009,Xã Mai Đình,3,VN034012,Huyện Sóc Sơn,297,VN034,Hà Nội
3412,VN034012010,Xã Minh Phú,3,VN034012,Huyện Sóc Sơn,297,VN034,Hà Nội
3413,VN034012011,Xã Minh Trí,3,VN034012,Huyện Sóc Sơn,297,VN034,Hà Nội
3414,VN034012012,Xã Nam Sơn,3,VN034012,Huyện Sóc Sơn,297,VN034,Hà Nội
3415,VN034012013,Xã Phú Cường,3,VN034012,Huyện Sóc Sơn,297,VN034,Hà Nội
3416,VN034012014,Xã Phù Linh,3,VN034012,Huyện Sóc Sơn,297,VN034,Hà Nội
3417,VN034012015,Xã Phù Lỗ,3,VN034012,Huyện Sóc Sơn,297,VN034,Hà Nội
3418,VN034012016,Xã Phú Minh,3,VN034012,Huyện Sóc Sơn,297,VN034,Hà Nội
3419,VN034012017,Xã Quang Tiến,3,VN034012,Huyện Sóc Sơn,297,VN034,Hà Nội
3420,VN034012018,Xã Tân Dân,3,VN034012,Huyện Sóc Sơn,297,VN034,Hà Nội
3421,VN034012019,Xã Tân Hưng,3,VN034012,Huyện Sóc Sơn,297,VN034,Hà Nội
3422,VN034012020,Xã Tân Minh,3,VN034012,Huyện Sóc Sơn,297,VN034,Hà Nội
3423,VN034012021,Xã Thanh Xuân,3,VN034012,Huyện Sóc Sơn,297,VN034,Hà Nội
3424,VN034012022,Xã Tiên Dược,3,VN034012,Huyện Sóc Sơn,297,VN034,Hà Nội
3425,VN034012023,Xã Trung Giã,3,VN034012,Huyện Sóc Sơn,297,VN034,Hà Nội
3426,VN034012024,Xã Việt Long,3,VN034012,Huyện Sóc Sơn,297,VN034,Hà Nội
3427,VN034012025,Xã Xuân Giang,3,VN034012,Huyện Sóc Sơn,297,VN034,Hà Nội
3428,VN034012026,Xã Xuân Thu,3,VN034012,Huyện Sóc Sơn,297,VN034,Hà Nội
3518,,Thị trấn Cầu Diễn,4,VN034019,Quận Bắc Từ Liêm,297,VN034,Hà Nội
3519,,Xã Cổ Nhuế,4,VN034019,Quận Bắc Từ Liêm,297,VN034,Hà Nội
3520,,Xã Đại Mỗ,4,VN034019,Quận Bắc Từ Liêm,297,VN034,Hà Nội
3521,,Xã Đông Ngạc,4,VN034019,Quận Bắc Từ Liêm,297,VN034,Hà Nội
3522,,Xã Liên Mạc,4,VN034019,Quận Bắc Từ Liêm,297,VN034,Hà Nội
3523,,Xã Mễ Trì,4,VN034019,Quận Bắc Từ Liêm,297,VN034,Hà Nội
3524,,Xã Minh Khai,4,VN034019,Quận Bắc Từ Liêm,297,VN034,Hà Nội
3525,,Xã Mỹ Đình,4,VN034019,Quận Bắc Từ Liêm,297,VN034,Hà Nội
3526,,Xã Phú Diễn,4,VN034019,Quận Bắc Từ Liêm,297,VN034,Hà Nội
3527,,Xã Tây Mỗ,4,VN034019,Quận Bắc Từ Liêm,297,VN034,Hà Nội
3528,,Xã Tây Tựu,4,VN034019,Quận Bắc Từ Liêm,297,VN034,Hà Nội
3529,,Xã Thượng Cát,4,VN034019,Quận Bắc Từ Liêm,297,VN034,Hà Nội
3530,,Xã Thuỵ Phương,4,VN034019,Quận Bắc Từ Liêm,297,VN034,Hà Nội
3531,,Xã Trung Văn,4,VN034019,Quận Bắc Từ Liêm,297,VN034,Hà Nội
3532,VN034019012,Phường Xuân Đỉnh,4,VN034019,Quận Bắc Từ Liêm,297,VN034,Hà Nội
3533,,Xã Xuân Phương,4,VN034019,Quận Bắc Từ Liêm,297,VN034,Hà Nội
3577,VN034019007,Phường Phú Diễn,4,VN034019,Quận Bắc Từ Liêm,297,VN034,Hà Nội
3578,VN034019004,Phường Đức Thắng,4,VN034019,Quận Bắc Từ Liêm,297,VN034,Hà Nội
3579,VN034019009,Phường Tây Tựu,4,VN034019,Quận Bắc Từ Liêm,297,VN034,Hà Nội
3580,VN034019008,Phường Phúc Diễn,4,VN034019,Quận Bắc Từ Liêm,297,VN034,Hà Nội
3581,VN034019003,Phường Đông Ngạc,4,VN034019,Quận Bắc Từ Liêm,297,VN034,Hà Nội
3582,VN034019006,Phường Minh Khai,4,VN034019,Quận Bắc Từ Liêm,297,VN034,Hà Nội
3583,,Xuân Đỉnh,4,VN034019,Quận Bắc Từ Liêm,297,VN034,Hà Nội
3584,VN034019005,Phường Liên Mạc,4,VN034019,Quận Bắc Từ Liêm,297,VN034,Hà Nội
3585,VN034019013,Phường Xuân Tảo,4,VN034019,Quận Bắc Từ Liêm,297,VN034,Hà Nội
3586,VN034019001,Phường Cổ Nhuế 1,4,VN034019,Quận Bắc Từ Liêm,297,VN034,Hà Nội
3587,VN034019002,Phường Cổ Nhuế 2,4,VN034019,Quận Bắc Từ Liêm,297,VN034,Hà Nội
3588,VN034019010,Phường Thượng Cát,4,VN034019,Quận Bắc Từ Liêm,297,VN034,Hà Nội
3589,VN034019011,Phường Thụy Phương,4,VN034019,Quận Bắc Từ Liêm,297,VN034,Hà Nội
3473,VN034015001,Thị trấn Văn Điển,5,VN034015,Huyện Thanh Trì,297,VN034,Hà Nội
3474,VN034015002,Xã Đại áng,5,VN034015,Huyện Thanh Trì,297,VN034,Hà Nội
3475,VN034015003,Xã Đông Mỹ,5,VN034015,Huyện Thanh Trì,297,VN034,Hà Nội
3476,VN034015004,Xã Duyên Hà,5,VN034015,Huyện Thanh Trì,297,VN034,Hà Nội
3477,VN034015005,Xã Hữu Hoà,5,VN034015,Huyện Thanh Trì,297,VN034,Hà Nội
3478,VN034015006,Xã Liên Ninh,5,VN034015,Huyện Thanh Trì,297,VN034,Hà Nội
3479,VN034015007,Xã Ngọc Hồi,5,VN034015,Huyện Thanh Trì,297,VN034,Hà Nội
3480,VN034015008,Xã Ngũ Hiệp,5,VN034015,Huyện Thanh Trì,297,VN034,Hà Nội
3481,VN034015009,Xã Tả Thanh Oai,5,VN034015,Huyện Thanh Trì,297,VN034,Hà Nội
3482,VN034015010,Xã Tam Hiệp,5,VN034015,Huyện Thanh Trì,297,VN034,Hà Nội
3483,VN034015011,Xã Tân Triều,5,VN034015,Huyện Thanh Trì,297,VN034,Hà Nội
3484,VN034015012,Xã Thanh Liệt,5,VN034015,Huyện Thanh Trì,297,VN034,Hà Nội
3485,VN034015013,Xã Tứ Hiệp,5,VN034015,Huyện Thanh Trì,297,VN034,Hà Nội
3486,VN034015014,Xã Vạn Phúc,5,VN034015,Huyện Thanh Trì,297,VN034,Hà Nội
3487,VN034015015,Xã Vĩnh Quỳnh,5,VN034015,Huyện Thanh Trì,297,VN034,Hà Nội
3488,VN034015016,Xã Yên Mỹ,5,VN034015,Huyện Thanh Trì,297,VN034,Hà Nội
3249,VN034005002,Thị trấn Yên Viên,6,VN034005,Huyện Gia Lâm,297,VN034,Hà Nội
3250,VN034005003,Xã Bát Tràng,6,VN034005,Huyện Gia Lâm,297,VN034,Hà Nội
3251,VN034005004,Xã Cổ Bi,6,VN034005,Huyện Gia Lâm,297,VN034,Hà Nội
3252,VN034005005,Xã Đa Tốn,6,VN034005,Huyện Gia Lâm,297,VN034,Hà Nội
3253,VN034005006,Xã Đặng Xá,6,VN034005,Huyện Gia Lâm,297,VN034,Hà Nội
3254,VN034005007,Xã Đình Xuyên,6,VN034005,Huyện Gia Lâm,297,VN034,Hà Nội
3255,VN034005008,Xã Đông Dư,6,VN034005,Huyện Gia Lâm,297,VN034,Hà Nội
3256,VN034005009,Xã Dương Hà,6,VN034005,Huyện Gia Lâm,297,VN034,Hà Nội
3257,VN034005010,Xã Dương Quang,6,VN034005,Huyện Gia Lâm,297,VN034,Hà Nội
3258,VN034005011,Xã Dương Xá,6,VN034005,Huyện Gia Lâm,297,VN034,Hà Nội
3259,VN034005012,Xã Kiêu Kỵ,6,VN034005,Huyện Gia Lâm,297,VN034,Hà Nội
3260,VN034005013,Xã Kim Lan,6,VN034005,Huyện Gia Lâm,297,VN034,Hà Nội
3261,VN034005014,Xã Kim Sơn,6,VN034005,Huyện Gia Lâm,297,VN034,Hà Nội
3262,VN034005015,Xã Lệ Chi,6,VN034005,Huyện Gia Lâm,297,VN034,Hà Nội
3263,VN034005016,Xã Ninh Hiệp,6,VN034005,Huyện Gia Lâm,297,VN034,Hà Nội
3264,VN034005017,Xã Phù Đổng,6,VN034005,Huyện Gia Lâm,297,VN034,Hà Nội
3265,VN034005018,Xã Phú Thị,6,VN034005,Huyện Gia Lâm,297,VN034,Hà Nội
3266,VN034005001,Thị trấn Trâu Quỳ,6,VN034005,Huyện Gia Lâm,297,VN034,Hà Nội
3267,VN034005019,Xã Trung Mầu,6,VN034005,Huyện Gia Lâm,297,VN034,Hà Nội
3268,VN034005020,Xã Văn Đức,6,VN034005,Huyện Gia Lâm,297,VN034,Hà Nội
3269,VN034005021,Xã Yên Thường,6,VN034005,Huyện Gia Lâm,297,VN034,Hà Nội
3270,VN034005022,Xã Yên Viên,6,VN034005,Huyện Gia Lâm,297,VN034,Hà Nội
3225,VN034004001,Thị trấn Đông Anh,7,VN034004,Huyện Đông Anh,297,VN034,Hà Nội
3226,VN034004002,Xã Bắc Hồng,7,VN034004,Huyện Đông Anh,297,VN034,Hà Nội
3227,VN034004003,Xã Cổ Loa,7,VN034004,Huyện Đông Anh,297,VN034,Hà Nội
3228,VN034004004,Xã Đại Mạch,7,VN034004,Huyện Đông Anh,297,VN034,Hà Nội
3229,VN034004005,Xã Đông Hội,7,VN034004,Huyện Đông Anh,297,VN034,Hà Nội
3230,VN034004006,Xã Dục Tú,7,VN034004,Huyện Đông Anh,297,VN034,Hà Nội
3231,VN034004007,Xã Hải Bối,7,VN034004,Huyện Đông Anh,297,VN034,Hà Nội
3232,VN034004008,Xã Kim Chung,7,VN034004,Huyện Đông Anh,297,VN034,Hà Nội
3233,VN034004009,Xã Kim Nỗ,7,VN034004,Huyện Đông Anh,297,VN034,Hà Nội
3234,VN034004010,Xã Liên Hà,7,VN034004,Huyện Đông Anh,297,VN034,Hà Nội
3235,VN034004011,Xã Mai Lâm,7,VN034004,Huyện Đông Anh,297,VN034,Hà Nội
3236,VN034004012,Xã Nam Hồng,7,VN034004,Huyện Đông Anh,297,VN034,Hà Nội
3237,VN034004013,Xã Nguyên Khê,7,VN034004,Huyện Đông Anh,297,VN034,Hà Nội
3238,VN034004014,Xã Tầm Xá,7,VN034004,Huyện Đông Anh,297,VN034,Hà Nội
3239,VN034004015,Xã Thuỵ Lâm,7,VN034004,Huyện Đông Anh,297,VN034,Hà Nội
3240,VN034004016,Xã Tiên Dương,7,VN034004,Huyện Đông Anh,297,VN034,Hà Nội
3241,VN034004017,Xã Uy Nỗ,7,VN034004,Huyện Đông Anh,297,VN034,Hà Nội
3242,VN034004018,Xã Vân Hà,7,VN034004,Huyện Đông Anh,297,VN034,Hà Nội
3243,VN034004019,Xã Vân Nội,7,VN034004,Huyện Đông Anh,297,VN034,Hà Nội
3244,VN034004020,Xã Việt Hùng,7,VN034004,Huyện Đông Anh,297,VN034,Hà Nội
3245,VN034004021,Xã Vĩnh Ngọc,7,VN034004,Huyện Đông Anh,297,VN034,Hà Nội
3246,VN034004022,Xã Võng La,7,VN034004,Huyện Đông Anh,297,VN034,Hà Nội
3247,VN034004023,Xã Xuân Canh,7,VN034004,Huyện Đông Anh,297,VN034,Hà Nội
3248,VN034004024,Xã Xuân Nộn,7,VN034004,Huyện Đông Anh,297,VN034,Hà Nội
3729,VN034029001,Phường Hạ Đình,8,VN034029,Quận Thanh Xuân,297,VN034,Hà Nội
3730,VN034029002,Phường Khương Đình,8,VN034029,Quận Thanh Xuân,297,VN034,Hà Nội
3731,VN034029003,Phường Khương Mai,8,VN034029,Quận Thanh Xuân,297,VN034,Hà Nội
3732,VN034029004,Phường Khương Trung,8,VN034029,Quận Thanh Xuân,297,VN034,Hà Nội
3733,VN034029005,Phường Kim Giang,8,VN034029,Quận Thanh Xuân,297,VN034,Hà Nội
3734,VN034029006,Phường Nhân Chính,8,VN034029,Quận Thanh Xuân,297,VN034,Hà Nội
3735,VN034029007,Phường Phương Liệt,8,VN034029,Quận Thanh Xuân,297,VN034,Hà Nội
3736,VN034029008,Phường Thanh Xuân Bắc,8,VN034029,Quận Thanh Xuân,297,VN034,Hà Nội
3737,VN034029009,Phường Thanh Xuân Nam,8,VN034029,Quận Thanh Xuân,297,VN034,Hà Nội
3738,VN034029010,Phường Thanh Xuân Trung,8,VN034029,Quận Thanh Xuân,297,VN034,Hà Nội
3739,VN034029011,Phường Thượng Đình,8,VN034029,Quận Thanh Xuân,297,VN034,Hà Nội
3721,VN034028001,Phường Bưởi,9,VN034028,Quận Tây Hồ,297,VN034,Hà Nội
3722,VN034028002,Phường Nhật Tân,9,VN034028,Quận Tây Hồ,297,VN034,Hà Nội
3723,VN034028003,Phường Phú Thượng,9,VN034028,Quận Tây Hồ,297,VN034,Hà Nội
3724,VN034028004,Phường Quảng An,9,VN034028,Quận Tây Hồ,297,VN034,Hà Nội
3725,VN034028005,Phường Thụy Khuê,9,VN034028,Quận Tây Hồ,297,VN034,Hà Nội
3726,VN034028006,Phường Tứ Liên,9,VN034028,Quận Tây Hồ,297,VN034,Hà Nội
3727,VN034028007,Phường Xuân La,9,VN034028,Quận Tây Hồ,297,VN034,Hà Nội
3728,VN034028008,Phường Yên Phụ,9,VN034028,Quận Tây Hồ,297,VN034,Hà Nội
3656,VN034024001,Phường Chương Dương Độ,10,VN034024,Quận Hoàn Kiếm,297,VN034,Hà Nội
3657,VN034024002,Phường Cửa Đông,10,VN034024,Quận Hoàn Kiếm,297,VN034,Hà Nội
3658,VN034024003,Phường Cửa Nam,10,VN034024,Quận Hoàn Kiếm,297,VN034,Hà Nội
3659,VN034024004,Phường Đồng Xuân,10,VN034024,Quận Hoàn Kiếm,297,VN034,Hà Nội
3660,VN034024005,Phường Hàng Bạc,10,VN034024,Quận Hoàn Kiếm,297,VN034,Hà Nội
3661,VN034024006,Phường Hàng Bài,10,VN034024,Quận Hoàn Kiếm,297,VN034,Hà Nội
3662,VN034024007,Phường Hàng Bồ,10,VN034024,Quận Hoàn Kiếm,297,VN034,Hà Nội
3663,VN034024008,Phường Hàng Bông,10,VN034024,Quận Hoàn Kiếm,297,VN034,Hà Nội
3664,VN034024009,Phường Hàng Buồm,10,VN034024,Quận Hoàn Kiếm,297,VN034,Hà Nội
3665,VN034024010,Phường Hàng Đào,10,VN034024,Quận Hoàn Kiếm,297,VN034,Hà Nội
3666,VN034024011,Phường Hàng Gai,10,VN034024,Quận Hoàn Kiếm,297,VN034,Hà Nội
3667,VN034024012,Phường Hàng Mã,10,VN034024,Quận Hoàn Kiếm,297,VN034,Hà Nội
3668,VN034024013,Phường Hàng Trống,10,VN034024,Quận Hoàn Kiếm,297,VN034,Hà Nội
3669,VN034024014,Phường Lý Thái Tổ,10,VN034024,Quận Hoàn Kiếm,297,VN034,Hà Nội
3670,VN034024015,Phường Phan Chu Trinh,10,VN034024,Quận Hoàn Kiếm,297,VN034,Hà Nội
3671,VN034024016,Phường Phúc Tân,10,VN034024,Quận Hoàn Kiếm,297,VN034,Hà Nội
3672,VN034024017,Phường Trần Hưng Đạo,10,VN034024,Quận Hoàn Kiếm,297,VN034,Hà Nội
3673,VN034024018,Phường Tràng Tiền,10,VN034024,Quận Hoàn Kiếm,297,VN034,Hà Nội
3636,VN034023001,Phường Bạch Đằng,11,VN034023,Quận Hai Bà Trưng,297,VN034,Hà Nội
3637,VN034023002,Phường Bách Khoa,11,VN034023,Quận Hai Bà Trưng,297,VN034,Hà Nội
3638,VN034023003,Phường Bạch Mai,11,VN034023,Quận Hai Bà Trưng,297,VN034,Hà Nội
3639,VN034023004,Phường Bùi Thị Xuân,11,VN034023,Quận Hai Bà Trưng,297,VN034,Hà Nội
3640,VN034023005,Phường Cầu Dền,11,VN034023,Quận Hai Bà Trưng,297,VN034,Hà Nội
3641,VN034023006,Phường Đống Mác,11,VN034023,Quận Hai Bà Trưng,297,VN034,Hà Nội
3642,VN034023007,Phường Đồng Nhân,11,VN034023,Quận Hai Bà Trưng,297,VN034,Hà Nội
3643,VN034023008,Phường Đồng Tâm,11,VN034023,Quận Hai Bà Trưng,297,VN034,Hà Nội
3644,VN034023009,Phường Lê Đại Hành,11,VN034023,Quận Hai Bà Trưng,297,VN034,Hà Nội
3645,VN034023010,Phường Minh Khai,11,VN034023,Quận Hai Bà Trưng,297,VN034,Hà Nội
3646,VN034023011,Phường Ngô Thì Nhậm,11,VN034023,Quận Hai Bà Trưng,297,VN034,Hà Nội
3647,VN034023012,Phường Nguyễn Du,11,VN034023,Quận Hai Bà Trưng,297,VN034,Hà Nội
3648,VN034023013,Phường Phạm Đình Hổ,11,VN034023,Quận Hai Bà Trưng,297,VN034,Hà Nội
3649,VN034023014,Phường Phố Huế,11,VN034023,Quận Hai Bà Trưng,297,VN034,Hà Nội
3650,VN034023015,Phường Quỳnh Lôi,11,VN034023,Quận Hai Bà Trưng,297,VN034,Hà Nội
3651,VN034023016,Phường Quỳnh Mai,11,VN034023,Quận Hai Bà Trưng,297,VN034,Hà Nội
3652,VN034023017,Phường Thanh Lương,11,VN034023,Quận Hai Bà Trưng,297,VN034,Hà Nội
3653,VN034023018,Phường Thanh Nhàn,11,VN034023,Quận Hai Bà Trưng,297,VN034,Hà Nội
3654,VN034023019,Phường Trương Định,11,VN034023,Quận Hai Bà Trưng,297,VN034,Hà Nội
3655,VN034023020,Phường Vĩnh Tuy,11,VN034023,Quận Hai Bà Trưng,297,VN034,Hà Nội
3598,VN034021001,Phường Cát Linh,12,VN034021,Quận Đống Đa,297,VN034,Hà Nội
3599,VN034021002,Phường Hàng Bột,12,VN034021,Quận Đống Đa,297,VN034,Hà Nội
3600,VN034021003,Phường Khâm Thiên,12,VN034021,Quận Đống Đa,297,VN034,Hà Nội
3601,VN034021004,Phường Khương Thượng,12,VN034021,Quận Đống Đa,297,VN034,Hà Nội
3602,VN034021005,Phường Kim Liên,12,VN034021,Quận Đống Đa,297,VN034,Hà Nội
3603,VN034021006,Phường Láng Hạ,12,VN034021,Quận Đống Đa,297,VN034,Hà Nội
3604,VN034021007,Phường Láng Thượng,12,VN034021,Quận Đống Đa,297,VN034,Hà Nội
3605,VN034021008,Phường Nam Đồng,12,VN034021,Quận Đống Đa,297,VN034,Hà Nội
3606,VN034021009,Phường Ngã Tư Sở,12,VN034021,Quận Đống Đa,297,VN034,Hà Nội
3607,VN034021010,Phường Ô Chợ Dừa,12,VN034021,Quận Đống Đa,297,VN034,Hà Nội
3608,VN034021011,Phường Phương Liên,12,VN034021,Quận Đống Đa,297,VN034,Hà Nội
3609,VN034021012,Phường Phương Mai,12,VN034021,Quận Đống Đa,297,VN034,Hà Nội
3610,VN034021013,Phường Quang Trung,12,VN034021,Quận Đống Đa,297,VN034,Hà Nội
3611,VN034021014,Phường Quốc Tử Giám,12,VN034021,Quận Đống Đa,297,VN034,Hà Nội
3612,VN034021015,Phường Thịnh Quang,12,VN034021,Quận Đống Đa,297,VN034,Hà Nội
3613,VN034021016,Phường Thổ Quan,12,VN034021,Quận Đống Đa,297,VN034,Hà Nội
3614,VN034021017,Phường Trung Liệt,12,VN034021,Quận Đống Đa,297,VN034,Hà Nội
3615,VN034021018,Phường Trung Phụng,12,VN034021,Quận Đống Đa,297,VN034,Hà Nội
3616,VN034021019,Phường Trung Tự,12,VN034021,Quận Đống Đa,297,VN034,Hà Nội
3617,VN034021020,Phường Văn Chương,12,VN034021,Quận Đống Đa,297,VN034,Hà Nội
3618,VN034021021,Phường Văn Miếu,12,VN034021,Quận Đống Đa,297,VN034,Hà Nội
3590,VN034020001,Phường Dịch Vọng,13,VN034020,Quận Cầu Giấy,297,VN034,Hà Nội
3591,VN034020002,Phường Dịch Vọng Hậu,13,VN034020,Quận Cầu Giấy,297,VN034,Hà Nội
3592,VN034020003,Phường Mai Dịch,13,VN034020,Quận Cầu Giấy,297,VN034,Hà Nội
3593,VN034020004,Phường Nghĩa Đô,13,VN034020,Quận Cầu Giấy,297,VN034,Hà Nội
3594,VN034020005,Phường Nghĩa Tân,13,VN034020,Quận Cầu Giấy,297,VN034,Hà Nội
3595,VN034020006,Phường Quan Hoa,13,VN034020,Quận Cầu Giấy,297,VN034,Hà Nội
3596,VN034020007,Phường Trung Hoà,13,VN034020,Quận Cầu Giấy,297,VN034,Hà Nội
3597,VN034020008,Phường Yên Hoà,13,VN034020,Quận Cầu Giấy,297,VN034,Hà Nội
3688,VN034026001,Phường Bồ Đề,14,VN034026,Quận Long Biên,297,VN034,Hà Nội
3689,VN034026002,Phường Cự Khối,14,VN034026,Quận Long Biên,297,VN034,Hà Nội
3690,VN034026003,Phường Đức Giang,14,VN034026,Quận Long Biên,297,VN034,Hà Nội
3691,VN034026004,Phường Gia Thụy,14,VN034026,Quận Long Biên,297,VN034,Hà Nội
3692,VN034026005,Phường Giang Biên,14,VN034026,Quận Long Biên,297,VN034,Hà Nội
3693,VN034026006,Phường Long Biên,14,VN034026,Quận Long Biên,297,VN034,Hà Nội
3694,VN034026007,Phường Ngọc Lâm,14,VN034026,Quận Long Biên,297,VN034,Hà Nội
3695,VN034026008,Phường Ngọc Thụy,14,VN034026,Quận Long Biên,297,VN034,Hà Nội
3696,VN034026009,Phường Phúc Đồng,14,VN034026,Quận Long Biên,297,VN034,Hà Nội
3697,VN034026010,Phường Phúc Lợi,14,VN034026,Quận Long Biên,297,VN034,Hà Nội
3698,VN034026011,Phường Sài Đồng,14,VN034026,Quận Long Biên,297,VN034,Hà Nội
3699,VN034026012,Phường Thạch Bàn,14,VN034026,Quận Long Biên,297,VN034,Hà Nội
3700,VN034026013,Phường Thượng Thanh,14,VN034026,Quận Long Biên,297,VN034,Hà Nội
3701,VN034026014,Phường Việt Hưng,14,VN034026,Quận Long Biên,297,VN034,Hà Nội
4745,VN040009001,Thị trấn Mường Khến,15,VN040009,Huyện Tân Lạc,302,VN040,Hoà Bình
4746,VN040009002,Xã Bắc Sơn,15,VN040009,Huyện Tân Lạc,302,VN040,Hoà Bình
4747,VN040009003,Xã Địch Giáo,15,VN040009,Huyện Tân Lạc,302,VN040,Hoà Bình
4748,VN040009004,Xã Do Nhân,15,VN040009,Huyện Tân Lạc,302,VN040,Hoà Bình
4749,VN040009005,Xã Đông Lai,15,VN040009,Huyện Tân Lạc,302,VN040,Hoà Bình
4750,VN040009006,Xã Gia Mô,15,VN040009,Huyện Tân Lạc,302,VN040,Hoà Bình
4751,VN040009007,Xã Lỗ Sơn,15,VN040009,Huyện Tân Lạc,302,VN040,Hoà Bình
4752,VN040009008,Xã Lũng Vân,15,VN040009,Huyện Tân Lạc,302,VN040,Hoà Bình
4753,VN040009009,Xã Mãn Đức,15,VN040009,Huyện Tân Lạc,302,VN040,Hoà Bình
4754,VN040009010,Xã Mỹ Hòa,15,VN040009,Huyện Tân Lạc,302,VN040,Hoà Bình
4755,VN040009011,Xã Nam Sơn,15,VN040009,Huyện Tân Lạc,302,VN040,Hoà Bình
4756,VN040009012,Xã Ngổ Luông,15,VN040009,Huyện Tân Lạc,302,VN040,Hoà Bình
4757,VN040009013,Xã Ngọc Mỹ,15,VN040009,Huyện Tân Lạc,302,VN040,Hoà Bình
4758,VN040009014,Xã Ngòi Hoa,15,VN040009,Huyện Tân Lạc,302,VN040,Hoà Bình
4759,VN040009015,Xã Phong Phú,15,VN040009,Huyện Tân Lạc,302,VN040,Hoà Bình
4760,VN040009016,Xã Phú Cường,15,VN040009,Huyện Tân Lạc,302,VN040,Hoà Bình
4761,VN040009017,Xã Phú Vinh,15,VN040009,Huyện Tân Lạc,302,VN040,Hoà Bình
4762,VN040009018,Xã Quy Hậu,15,VN040009,Huyện Tân Lạc,302,VN040,Hoà Bình
4763,VN040009019,Xã Quy Mỹ,15,VN040009,Huyện Tân Lạc,302,VN040,Hoà Bình
4764,VN040009020,Xã Quyết Chiến,15,VN040009,Huyện Tân Lạc,302,VN040,Hoà Bình
